text,label,category,language,source
"Last court visit ke baad, nervous lag raha hai, par sambhal raha hoon.",0,sadness_without_threat,hinglish,distress_v3_negatives
Gawahi di toh family ko problem ho jayegi.,1,indirect_threat,hinglish,synthetic_v6
I keep replaying the incident in my head at night.,0,sadness_without_threat,english,distress_v3_negatives
My mind keeps drifting to the case during work.,0,sadness_without_threat,english,distress_v3_negatives
"Before the hearing, I've been sleeping a little less, but my routine is mostly okay.",0,sadness_without_threat,english,distress_v3_negatives
I'm worried about the cost of travelling to court again.,0,sadness_without_threat,english,distress_v3_negatives
Agar court gaya toh mere liye situation kharab ho jayegi.,1,direct_threat,hinglish,synthetic
"Case dimaag mein rehta hai, par kaam pe jaa raha hoon.",0,sadness_without_threat,hinglish,distress_v3_negatives
Main is process se bahut upset hoon.,0,anger_without_threat,hinglish,synthetic
I'm scared to sleep because of the nightmares.,0,sadness_without_threat,english,distress_v3_negatives
"Date paas aa rahi hai toh, tension rehti hai, par kaam pe jaa raha hoon.",0,sadness_without_threat,hinglish,distress_v3_negatives
He suggested that I reconsider my decision unless I wanted problems.,1,indirect_threat,english,synthetic_v6
"Na taakat hai, na bhookh, na jeene ki ichha.",0,sadness_without_threat,hinglish,distress_v3_negatives
Sab chhod dene ka man karta hai aur lagta hai ab aur nahi.,0,sadness_without_threat,hinglish,distress_v3_negatives
Kisi ko kuch mat batana.,1,forced_silence,hinglish,synthetic
I was told to be careful because the situation is complicated.,0,ambiguous,english,synthetic_v6
They said my family might face trouble if I testified.,1,direct_threat,english,synthetic_v6
I've been thinking that my family would be better off without me.,0,sadness_without_threat,english,distress_v3_negatives
Mujhe kisi se baat karne ka mann nahi karta.,0,sadness_without_threat,hinglish,synthetic
I am struggling to see a solution.,0,sadness_without_threat,english,synthetic
I feel like I'm drowning and no one is coming.,0,sadness_without_threat,english,distress_v3_negatives
I feel like giving up and I can't go to work.,0,sadness_without_threat,english,distress_v3_negatives
I'm terrified all the time and I can't go to work.,0,sadness_without_threat,english,distress_v3_negatives
I can't remember the last time I felt okay.,0,sadness_without_threat,english,distress_v3_negatives
It's been hard to concentrate at work this week.,0,sadness_without_threat,english,distress_v3_negatives
I was given advice to step away from the dispute.,0,benign_advice,english,synthetic_v6
I feel completely hopeless and I can't go to work.,0,sadness_without_threat,english,distress_v3_negatives
Agar case continue kiya toh tumhe regret hoga.,1,direct_threat,hinglish,synthetic_v6
Someone told me to close the matter and stay quiet.,1,case_withdrawal_coercion,english,synthetic
Complaint ke baare mein silent raho.,1,forced_silence,hinglish,synthetic
I feel nervous about speaking during the hearing.,0,fear_without_threat,english,synthetic
Do not testify against us.,1,direct_threat,english,synthetic_v6
Unhone kaha case chhodo warna problem hogi.,1,direct_threat,hinglish,synthetic_v6
They said things would become difficult if I continued.,1,indirect_threat,english,synthetic_v6
I'm worried about how the hearing will go.,0,sadness_without_threat,english,distress_v3_negatives
They warned me not to risk my family's safety.,1,third_party_threat,english,synthetic
"Mujhe retaliation ka fear hai, lekin mujhe koi threat nahi mila.",0,hard_negative,hinglish,synthetic
They said I would have to face the consequences if I testified.,1,direct_threat,english,synthetic
Agar statement diya toh mere bachchon ko nuksan ho sakta hai.,1,third_party_threat,hinglish,synthetic
The case is making me very anxious.,0,fear_without_threat,english,synthetic
Statement dene ko lekar thoda anxious hoon.,0,sadness_without_threat,hinglish,distress_v3_negatives
They said I should forget the complaint if I wanted peace.,1,direct_threat,english,synthetic_v6
I can't sleep at all and I don't know what to do.,0,sadness_without_threat,english,distress_v3_negatives
I was advised to wait before continuing.,0,benign_advice,english,synthetic_v6
They said they would hurt me if I reported the incident.,1,direct_threat,english,synthetic_v6
Gawahi mat dena warna tumhare liye accha nahi hoga.,1,direct_threat,hinglish,synthetic_v6
Nobody told me to withdraw the complaint.,0,negation,english,synthetic_v6
Kaanpna band nahi hota aur kisi ka saamna nahi kar sakta.,0,sadness_without_threat,hinglish,distress_v3_negatives
Mujhe samajh nahi aa raha kya karun.,0,sadness_without_threat,hinglish,synthetic
I can't stop shaking.,0,sadness_without_threat,english,distress_v3_negatives
I'm having panic attacks.,0,sadness_without_threat,english,distress_v3_negatives
He warned me not to speak about what I witnessed.,1,witness_intimidation,english,synthetic
They pressured me to change what I had said.,1,case_withdrawal_coercion,english,synthetic
Mujhe legal process samajh nahi aa raha.,0,legal_stress_without_threat,hinglish,synthetic
They said something bad would happen if I kept pursuing the case.,1,direct_threat,english,synthetic
I was told to keep the matter to myself.,1,forced_silence,english,synthetic
The thought of being threatened makes me anxious.,0,hard_negative,english,synthetic
The slow process is making me increasingly frustrated.,0,anger_without_threat,english,synthetic
I have been crying a lot lately.,0,sadness_without_threat,english,synthetic
I heard about threats against other people and it made me nervous.,0,hard_negative,english,synthetic
I keep thinking about possible retaliation.,0,hard_negative,english,synthetic
"My whole body is tense, I can't eat or sleep or rest.",0,sadness_without_threat,english,distress_v3_negatives
I think about the incident sometimes and it makes me sad.,0,sadness_without_threat,english,distress_v3_negatives
Mere bhai ko bhi consequences face karne padenge.,1,third_party_threat,hinglish,synthetic
Concentrating on anything has been harder this month.,0,sadness_without_threat,english,distress_v3_negatives
The case has made normal activities harder for me.,0,sadness_without_threat,english,synthetic
"It's stressful, but I'm trying to stay positive.",0,sadness_without_threat,english,distress_v3_negatives
He told me that continuing the case would put me in danger.,1,direct_threat,english,synthetic
Mujhe situation bahut difficult lag rahi hai.,0,sadness_without_threat,hinglish,synthetic
"This month, I'm a bit anxious, though I can get through the day.",0,sadness_without_threat,english,distress_v3_negatives
I feel unable to cope with everything happening around me.,0,sadness_without_threat,english,synthetic
They said my salary could stop if I cooperated.,1,financial_coercion,english,synthetic
They warned me that I would not be safe if I spoke up.,1,direct_threat,english,synthetic
Sab chhod dene ka man karta hai aur kisi ka saamna nahi kar sakta.,0,sadness_without_threat,hinglish,distress_v3_negatives
"Hearing se pehle, nervous lag raha hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
They told me to stay out of the case as a witness.,1,witness_intimidation,english,synthetic
"Delay ki wajah se, neend thodi kam ho gayi hai, par manage ho raha hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
Everything has become emotionally difficult for me.,0,sadness_without_threat,english,synthetic
Court mein mere against kuch mat bolna.,1,direct_threat,hinglish,synthetic_v6
Thoda stress hai par routine chal raha hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
"I worry about what they might do, but they have not said anything to me.",0,hard_negative,english,synthetic
Is incident ke baad main bahut sad hoon.,0,sadness_without_threat,hinglish,synthetic
I burst into tears at work and had to go home.,0,sadness_without_threat,english,distress_v3_negatives
The pressure is crushing me and I feel I might break.,0,sadness_without_threat,english,distress_v3_negatives
They asked me to stop telling people about the case.,1,forced_silence,english,synthetic
I am worried about the future of my case.,0,fear_without_threat,english,synthetic
Puri situation ki wajah se bahut stress hai.,0,sadness_without_threat,hinglish,synthetic
Threats ke baare mein sun kar mujhe anxiety ho rahi hai.,0,hard_negative,english,synthetic
Hearing ke baare mein soch kar nervous ho jata hoon.,0,fear_without_threat,hinglish,synthetic
"Mujhe safety ko lekar concern hai, kisi ne mujhe directly threaten nahi kiya.",0,hard_negative,hinglish,synthetic
Someone demanded that I withdraw my complaint.,1,case_withdrawal_coercion,english,synthetic
I am frightened by the situation but nobody has threatened me.,0,fear_without_threat,english,synthetic_v6
I am worried about saying something incorrectly in court.,0,legal_stress_without_threat,english,synthetic
"Delay se frustration ho rahi hai, ab pareshan karne laga hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
Is incident ke baare mein chup raho.,1,forced_silence,hinglish,synthetic
"Ab aur nahi ho raha mujhse, main toot gaya hoon.",0,sadness_without_threat,hinglish,distress_v3_negatives
They asked me not to tell the authorities.,1,forced_silence,english,synthetic
Mujhe koi threatening message nahi mila.,0,negation,hinglish,synthetic_v6
Court mein gawahi mat dena.,1,witness_intimidation,hinglish,synthetic
I feel nervous whenever the lawyer calls.,0,sadness_without_threat,english,distress_v3_negatives
I was warned that my family would be dragged into the matter.,1,third_party_threat,english,synthetic
He told me that withdrawing the complaint would be better for me.,1,case_withdrawal_coercion,english,synthetic
Someone mentioned threats during the hearing and I became nervous.,0,hard_negative,english,synthetic
I feel uncertain and it's difficult to plan anything.,0,sadness_without_threat,english,distress_v3_negatives
"After the last court visit, I've been worried, though I can get through the day.",0,sadness_without_threat,english,distress_v3_negatives
They said my parents could be affected if I spoke to the police.,1,third_party_threat,english,synthetic
"Because of the delay, it's been hard to focus, but my routine is mostly okay.",0,sadness_without_threat,english,distress_v3_negatives
He told me not to tell the court what happened.,1,witness_intimidation,english,synthetic
Mujhe lagta hai kuch bura ho sakta hai.,0,fear_without_threat,hinglish,synthetic_v6
Andar se bilkul khaali aur sunn ho gaya hoon.,0,sadness_without_threat,hinglish,distress_v3_negatives
I can't stop shaking and my chest hurts from the anxiety.,0,sadness_without_threat,english,distress_v3_negatives
"Before the hearing, I'm a bit anxious.",0,sadness_without_threat,english,distress_v3_negatives
They said my children could be affected if I continued.,1,third_party_threat,english,synthetic
I don't feel safe anywhere and I can't face anyone.,0,sadness_without_threat,english,distress_v3_negatives
"Delay ki wajah se, bechaini rehti hai, par sambhal raha hoon.",0,sadness_without_threat,hinglish,distress_v3_negatives
He made it clear that I should not appear in court.,1,direct_threat,english,synthetic_v6
"Honestly, the case is weighing on me more than I expected.",0,sadness_without_threat,english,distress_v3_negatives
I have not been able to sleep properly because I keep thinking about it.,0,sadness_without_threat,english,synthetic
The legal process is making me stressed.,0,legal_stress_without_threat,english,synthetic
He told me not to speak about the incident unless I wanted problems.,1,direct_threat,english,synthetic
"Please help me, I don't know what to do anymore.",0,sadness_without_threat,english,distress_v3_negatives
"Notice aane ke baad se, thodi ghabrahat hai.",0,sadness_without_threat,hinglish,distress_v3_negatives
Chup raho warna problem hogi.,1,direct_threat,hinglish,synthetic_v6
I am having trouble concentrating because of the case.,0,sadness_without_threat,english,synthetic
"Mujhe lagta hai future mein threat ho sakta hai, lekin abhi kuch nahi hua.",0,hard_negative,hinglish,synthetic
I keep thinking about the situation when I should be working.,0,sadness_without_threat,english,synthetic
Someone told me my children would not be safe if I went to court.,1,third_party_threat,english,synthetic
Case aage badhaya toh bahut bura hoga.,1,direct_threat,hinglish,synthetic
He threatened to harm my brother if I gave evidence.,1,direct_threat,english,synthetic_v6
Mujhe koi threaten nahi kar raha hai.,0,negation,hinglish,synthetic_v6
The uncertainty is getting on my nerves.,0,sadness_without_threat,english,distress_v3_negatives
Matter ko aage le gaye toh consequences honge.,1,direct_threat,hinglish,synthetic_v6
Case continue kiya toh earning affect hogi.,1,financial_coercion,hinglish,synthetic
I was told to stay quiet because my family could suffer.,1,third_party_threat,english,synthetic
I'm having panic attacks and I can't go to work.,0,sadness_without_threat,english,distress_v3_negatives
Gawahi dene se pehle soch lena.,1,witness_intimidation,hinglish,synthetic
Ghar walon pe zyada chidh raha hoon aajkal.,0,sadness_without_threat,hinglish,distress_v3_negatives
Someone warned me not to take the matter to court.,1,direct_threat,english,synthetic
Hafte mein do-teen raat neend kharab hoti hai.,0,sadness_without_threat,hinglish,distress_v3_negatives
I am worried they could retaliate even though nobody has contacted me.,0,hard_negative,english,synthetic
Case continue karne ko lekar main anxious hoon.,0,fear_without_threat,hinglish,synthetic_v6
Someone told me not to speak to the police.,1,forced_silence,english,synthetic
The situation has affected my daily routine.,0,sadness_without_threat,english,synthetic
I am finding it difficult to focus on normal things.,0,sadness_without_threat,english,synthetic
He told me to stop the complaint or face consequences.,1,direct_threat,english,synthetic
Case aage badhaya toh family safe nahi rahegi.,1,third_party_threat,hinglish,synthetic
They told me I would be attacked if I went to the police.,1,direct_threat,english,synthetic_v6
Raat ko kabhi kabhi jaagta rehta hoon ki kya hoga.,0,sadness_without_threat,hinglish,distress_v3_negatives
He said I could lose my position if I testified.,1,financial_coercion,english,synthetic
I'm in constant dread from morning until night.,0,sadness_without_threat,english,distress_v3_negatives
They asked me not to discuss the incident in court.,1,witness_intimidation,english,synthetic
They said I would have employment problems if I testified.,1,financial_coercion,english,synthetic
He told me to stay quiet if I wanted things to remain peaceful.,1,forced_silence,english,synthetic
I was told to stay away from the courtroom.,1,witness_intimidation,english,synthetic
I feel irritated whenever I think about the case.,0,anger_without_threat,english,synthetic
